
  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
 \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
2017-10-25 01:58:02.880 DEBUG 9440 --- [nio-8080-exec-8] o.s.security.web.FilterChainProxy        : /login at position 2 of 12 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2017-10-25 01:58:02.880 DEBUG 9440 --- [nio-8080-exec-8] w.c.HttpSessionSecurityContextRepository : HttpSession returned null object for SPRING_SECURITY_CONTEXT
2017-10-25 01:58:02.880 DEBUG 9440 --- [nio-8080-exec-8] w.c.HttpSessionSecurityContextRepository : No SecurityContext was available from the HttpSession: org.apache.catalina.session.StandardSessionFacade@6c849e68. A new one will be created.
2017-10-25 01:58:02.880 DEBUG 9440 --- [nio-8080-exec-8] o.s.security.web.FilterChainProxy        : /login at position 3 of 12 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2017-10-25 01:58:02.880 DEBUG 9440 --- [nio-8080-exec-8] o.s.s.w.header.writers.HstsHeaderWriter  : Not injecting HSTS header since it did not match the requestMatcher org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher@1a6dc88b
2017-10-25 01:58:02.880 DEBUG 9440 --- [nio-8080-exec-8] o.s.security.web.FilterChainProxy        : /login at position 4 of 12 in additional filter chain; firing Filter: 'CsrfFilter'
2017-10-25 01:58:02.880 DEBUG 9440 --- [nio-8080-exec-8] o.s.security.web.FilterChainProxy        : /login at position 5 of 12 in additional filter chain; firing Filter: 'LogoutFilter'
2017-10-25 01:58:02.880 DEBUG 9440 --- [nio-8080-exec-8] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /login' doesn't match 'POST /logout
2017-10-25 01:58:02.880 DEBUG 9440 --- [nio-8080-exec-8] o.s.security.web.FilterChainProxy        : /login at position 6 of 12 in additional filter chain; firing Filter: 'OAuth2ClientAuthenticationProcessingFilter'
2017-10-25 01:58:02.880 DEBUG 9440 --- [nio-8080-exec-8] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/login'; against '/login'
2017-10-25 01:58:02.880 DEBUG 9440 --- [nio-8080-exec-8] uth2ClientAuthenticationProcessingFilter : Request is to process authentication
2017-10-25 01:58:02.950 DEBUG 9440 --- [nio-8080-exec-8] w.c.HttpSessionSecurityContextRepository : SecurityContext is empty or contents are anonymous - context will not be stored in HttpSession.
2017-10-25 01:58:02.950 DEBUG 9440 --- [nio-8080-exec-8] s.s.w.c.SecurityContextPersistenceFilter : SecurityContextHolder now cleared, as request processing completed
2017-10-25 01:58:02.951 DEBUG 9440 --- [nio-8080-exec-8] o.s.s.web.DefaultRedirectStrategy        : Redirecting to 'http://localhost:9999/uaa/oauth/authorize?client_id=trusted-app&redirect_uri=http://localhost:8080/login&response_type=code&state=3DiQLr'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/css/**']
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/login'; against '/css/**'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/js/**']
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/login'; against '/js/**'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/images/**']
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/login'; against '/images/**'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/webjars/**']
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/login'; against '/webjars/**'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/**/favicon.ico']
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/login'; against '/**/favicon.ico'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/error']
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/login'; against '/error'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.web.util.matcher.OrRequestMatcher  : No matches found
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request '/login' matched by universal pattern '/**'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.security.web.FilterChainProxy        : /login?code=Jm0bys&state=3DiQLr at position 1 of 12 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.security.web.FilterChainProxy        : /login?code=Jm0bys&state=3DiQLr at position 2 of 12 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] w.c.HttpSessionSecurityContextRepository : HttpSession returned null object for SPRING_SECURITY_CONTEXT
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] w.c.HttpSessionSecurityContextRepository : No SecurityContext was available from the HttpSession: org.apache.catalina.session.StandardSessionFacade@6c849e68. A new one will be created.
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.security.web.FilterChainProxy        : /login?code=Jm0bys&state=3DiQLr at position 3 of 12 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.w.header.writers.HstsHeaderWriter  : Not injecting HSTS header since it did not match the requestMatcher org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher@1a6dc88b
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.security.web.FilterChainProxy        : /login?code=Jm0bys&state=3DiQLr at position 4 of 12 in additional filter chain; firing Filter: 'CsrfFilter'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.security.web.FilterChainProxy        : /login?code=Jm0bys&state=3DiQLr at position 5 of 12 in additional filter chain; firing Filter: 'LogoutFilter'
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /login' doesn't match 'POST /logout
2017-10-25 01:58:10.047 DEBUG 9440 --- [nio-8080-exec-7] o.s.security.web.FilterChainProxy        : /login?code=Jm0bys&state=3DiQLr at position 6 of 12 in additional filter chain; firing Filter: 'OAuth2ClientAuthenticationProcessingFilter'
2017-10-25 01:58:10.048 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/login'; against '/login'
2017-10-25 01:58:10.048 DEBUG 9440 --- [nio-8080-exec-7] uth2ClientAuthenticationProcessingFilter : Request is to process authentication
2017-10-25 01:58:10.142 DEBUG 9440 --- [nio-8080-exec-7] g.c.AuthorizationCodeAccessTokenProvider : Retrieving token from http://localhost:9999/uaa/oauth/token
2017-10-25 01:58:10.279 DEBUG 9440 --- [nio-8080-exec-7] o.s.web.client.RestTemplate              : Created POST request for "http://localhost:9999/uaa/oauth/token"
2017-10-25 01:58:10.279 DEBUG 9440 --- [nio-8080-exec-7] g.c.AuthorizationCodeAccessTokenProvider : Encoding and sending form: {grant_type=[authorization_code], code=[Jm0bys], redirect_uri=[http://localhost:8080/login]}
2017-10-25 01:58:11.394 DEBUG 9440 --- [nio-8080-exec-7] o.s.web.client.RestTemplate              : POST request for "http://localhost:9999/uaa/oauth/token" resulted in 200 (null)
2017-10-25 01:58:11.841 DEBUG 9440 --- [nio-8080-exec-7] o.s.w.c.HttpMessageConverterExtractor    : Reading [interface org.springframework.security.oauth2.common.OAuth2AccessToken] as "application/json;charset=UTF-8" using [org.springframework.http.converter.json.MappingJackson2HttpMessageConverter@73c1fe45]
2017-10-25 01:58:12.084 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.oauth2.client.OAuth2RestTemplate   : Created GET request for "http://localhost:9999/uaa/api/me"
2017-10-25 01:58:12.085 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.oauth2.client.OAuth2RestTemplate   : Setting request Accept header to [application/json, application/*+json]
2017-10-25 01:58:12.382 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.oauth2.client.OAuth2RestTemplate   : GET request for "http://localhost:9999/uaa/api/me" resulted in 200 (null)
2017-10-25 01:58:12.383 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.oauth2.client.OAuth2RestTemplate   : Reading [interface java.util.Map] as "application/json;charset=UTF-8" using [org.springframework.http.converter.json.MappingJackson2HttpMessageConverter@30eef2ba]
2017-10-25 01:58:12.448 DEBUG 9440 --- [nio-8080-exec-7] s.CompositeSessionAuthenticationStrategy : Delegating to org.springframework.security.web.authentication.session.ChangeSessionIdAuthenticationStrategy@1184ab05
2017-10-25 01:58:12.449 DEBUG 9440 --- [nio-8080-exec-7] s.CompositeSessionAuthenticationStrategy : Delegating to org.springframework.security.web.csrf.CsrfAuthenticationStrategy@76ec3a12
2017-10-25 01:58:12.450 DEBUG 9440 --- [nio-8080-exec-7] uth2ClientAuthenticationProcessingFilter : Authentication success. Updating SecurityContextHolder to contain: org.springframework.security.oauth2.provider.OAuth2Authentication@1a1e04f2: Principal: user; Credentials: [PROTECTED]; Authenticated: true; Details: remoteAddress=0:0:0:0:0:0:0:1, sessionId=<SESSION>, tokenType=bearertokenValue=<TOKEN>; Granted Authorities: ROLE_USER
2017-10-25 01:58:12.450 DEBUG 9440 --- [nio-8080-exec-7] RequestAwareAuthenticationSuccessHandler : Redirecting to DefaultSavedRequest Url: http://localhost:8080/
2017-10-25 01:58:12.450 DEBUG 9440 --- [nio-8080-exec-7] o.s.s.web.DefaultRedirectStrategy        : Redirecting to 'http://localhost:8080/'
2017-10-25 01:58:12.450 DEBUG 9440 --- [nio-8080-exec-7] w.c.HttpSessionSecurityContextRepository : SecurityContext 'org.springframework.security.core.context.SecurityContextImpl@1a1e04f2: Authentication: org.springframework.security.oauth2.provider.OAuth2Authentication@1a1e04f2: Principal: user; Credentials: [PROTECTED]; Authenticated: true; Details: remoteAddress=0:0:0:0:0:0:0:1, sessionId=<SESSION>, tokenType=bearertokenValue=<TOKEN>; Granted Authorities: ROLE_USER' stored to HttpSession: 'org.apache.catalina.session.StandardSessionFacade@6c849e68
2017-10-25 01:58:12.450 DEBUG 9440 --- [nio-8080-exec-7] s.s.w.c.SecurityContextPersistenceFilter : SecurityContextHolder now cleared, as request processing completed
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/css/**']
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/'; against '/css/**'
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/js/**']
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/'; against '/js/**'
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/images/**']
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/'; against '/images/**'
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/webjars/**']
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/'; against '/webjars/**'
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/**/favicon.ico']
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/'; against '/**/favicon.ico'
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.web.util.matcher.OrRequestMatcher  : Trying to match using Ant [pattern='/error']
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/'; against '/error'
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.web.util.matcher.OrRequestMatcher  : No matches found
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request '/' matched by universal pattern '/**'
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / at position 1 of 12 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / at position 2 of 12 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] w.c.HttpSessionSecurityContextRepository : Obtained a valid SecurityContext from SPRING_SECURITY_CONTEXT: 'org.springframework.security.core.context.SecurityContextImpl@1a1e04f2: Authentication: org.springframework.security.oauth2.provider.OAuth2Authentication@1a1e04f2: Principal: user; Credentials: [PROTECTED]; Authenticated: true; Details: remoteAddress=0:0:0:0:0:0:0:1, sessionId=<SESSION>, tokenType=bearertokenValue=<TOKEN>; Granted Authorities: ROLE_USER'
2017-10-25 01:58:12.456 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / at position 3 of 12 in additional filter chain; firing Filter: 'HeaderWriterFilter'
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.header.writers.HstsHeaderWriter  : Not injecting HSTS header since it did not match the requestMatcher org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher@1a6dc88b
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / at position 4 of 12 in additional filter chain; firing Filter: 'CsrfFilter'
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / at position 5 of 12 in additional filter chain; firing Filter: 'LogoutFilter'
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /' doesn't match 'POST /logout
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / at position 6 of 12 in additional filter chain; firing Filter: 'OAuth2ClientAuthenticationProcessingFilter'
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.u.matcher.AntPathRequestMatcher  : Checking match of request : '/'; against '/login'
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / at position 7 of 12 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.s.DefaultSavedRequest            : pathInfo: both null (property equals)
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.s.DefaultSavedRequest            : queryString: both null (property equals)
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.s.DefaultSavedRequest            : requestURI: arg1=/; arg2=/ (property equals)
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.s.DefaultSavedRequest            : serverPort: arg1=8080; arg2=8080 (property equals)
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.s.DefaultSavedRequest            : requestURL: arg1=http://localhost:8080/; arg2=http://localhost:8080/ (property equals)
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.s.DefaultSavedRequest            : scheme: arg1=http; arg2=http (property equals)
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.s.DefaultSavedRequest            : serverName: arg1=localhost; arg2=localhost (property equals)
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.s.DefaultSavedRequest            : contextPath: arg1=; arg2= (property equals)
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.s.DefaultSavedRequest            : servletPath: arg1=/; arg2=/ (property equals)
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.s.HttpSessionRequestCache        : Removing DefaultSavedRequest from session if present
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / at position 8 of 12 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / at position 9 of 12 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.a.AnonymousAuthenticationFilter  : SecurityContextHolder not populated with anonymous token, as it already contained: 'org.springframework.security.oauth2.provider.OAuth2Authentication@1a1e04f2: Principal: user; Credentials: [PROTECTED]; Authenticated: true; Details: remoteAddress=0:0:0:0:0:0:0:1, sessionId=<SESSION>, tokenType=bearertokenValue=<TOKEN>; Granted Authorities: ROLE_USER'
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / at position 10 of 12 in additional filter chain; firing Filter: 'SessionManagementFilter'
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / at position 11 of 12 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
2017-10-25 01:58:12.457 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / at position 12 of 12 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
2017-10-25 01:58:12.458 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.a.i.FilterSecurityInterceptor    : Secure object: FilterInvocation: URL: /; Attributes: [authenticated]
2017-10-25 01:58:12.458 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.a.i.FilterSecurityInterceptor    : Previously Authenticated: org.springframework.security.oauth2.provider.OAuth2Authentication@1a1e04f2: Principal: user; Credentials: [PROTECTED]; Authenticated: true; Details: remoteAddress=0:0:0:0:0:0:0:1, sessionId=<SESSION>, tokenType=bearertokenValue=<TOKEN>; Granted Authorities: ROLE_USER
2017-10-25 01:58:12.458 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.access.vote.AffirmativeBased       : Voter: org.springframework.security.web.access.expression.WebExpressionVoter@52197cfe, returned: 1
2017-10-25 01:58:12.458 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.a.i.FilterSecurityInterceptor    : Authorization successful
2017-10-25 01:58:12.458 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.a.i.FilterSecurityInterceptor    : RunAsManager did not change Authentication object
2017-10-25 01:58:12.458 DEBUG 9440 --- [nio-8080-exec-9] o.s.security.web.FilterChainProxy        : / reached end of additional filter chain; proceeding with original chain
2017-10-25 01:58:12.473 DEBUG 9440 --- [nio-8080-exec-9] o.s.web.servlet.DispatcherServlet        : DispatcherServlet with name 'dispatcherServlet' processing GET request for [/]
2017-10-25 01:58:12.474 DEBUG 9440 --- [nio-8080-exec-9] s.w.s.m.m.a.RequestMappingHandlerMapping : Looking up handler method for path /
2017-10-25 01:58:12.504 DEBUG 9440 --- [nio-8080-exec-9] s.w.s.m.m.a.RequestMappingHandlerMapping : Returning handler method [public java.lang.String com.gaurav.resource.ResourceApplication.home(java.security.Principal)]
2017-10-25 01:58:12.504 DEBUG 9440 --- [nio-8080-exec-9] o.s.web.servlet.DispatcherServlet        : Last-Modified value for [/] is: -1
2017-10-25 01:58:12.612 DEBUG 9440 --- [nio-8080-exec-9] m.m.a.RequestResponseBodyMethodProcessor : Written [Hello user] as "text/html" using [org.springframework.http.converter.StringHttpMessageConverter@a4102b8]
2017-10-25 01:58:12.612 DEBUG 9440 --- [nio-8080-exec-9] o.s.web.servlet.DispatcherServlet        : Null ModelAndView returned to DispatcherServlet with name 'dispatcherServlet': assuming HandlerAdapter completed request handling
2017-10-25 01:58:12.612 DEBUG 9440 --- [nio-8080-exec-9] o.s.web.servlet.DispatcherServlet        : Successfully completed request
2017-10-25 01:58:12.613 DEBUG 9440 --- [nio-8080-exec-9] o.s.s.w.a.ExceptionTranslationFilter     : Chain processed normally
2017-10-25 01:58:12.613 DEBUG 9440 --- [nio-8080-exec-9] s.s.w.c.SecurityContextPersistenceFilter : SecurityContextHolder now cleared, as request processing completed
